"recno";"numfor";"razsoc";"fantasia";"endfor";"telfor1";"telfor2";"faxfor";"baifor";"cidfor";"estfor";"cepfor";"cgcfor";"iefor";"repres";"endrep";"telrep1";"telrep2";"faxrep";"cidrep";"estrep";"ceprep";"cgcrep";"ierep";"datae";"usuario";"email";"mexeu";"bairep"
"209";"211";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"13.2  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"30/03/2011";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"208";"210";"EMPER EMPRESA PERNAMBUCANA DE RASTREAMENTO        ";"EMPER                                             ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"21.654.720/0001-04";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"29/03/2011";"1-ELZA    ";"                          ";"Ninguem   ";"                    "
"207";"209";"MAXGIRO DISTRIBUIDORA AUTOMOTIVO LTDA             ";"MAXGIRO                                           ";"ENG.JOS BRANDÇO CAVALCANTE                       ";"                 ";"                 ";"            ";"                    ";"RECIFE                 ";"PE";"51170-130";"85.231.787/0001-10";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"22/03/2011";"1-ELZA    ";"34280243                  ";"Ninguem   ";"                    "
"206";"208";"RIO SABOR DISTRIBUIDORA                           ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"09.409.911/0001-41";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"16/03/2011";"1-ELZA    ";"                          ";"Ninguem   ";"                    "
"205";"207";"AUTO STOP CENTRO AUTOMOTIVO LDTA-ME               ";"CENTRAL DAS PECAS                                 ";"AV.NORTE MIGUEL ARRAES N§1715A                    ";"(081)-9785-1551  ";"(081)-3427-5159  ";"            ";"ESPINHEIRO          ";"RECIFE                 ";"PE";"52021-000";"12.406.462/0001-92";"0410288-64        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"15/03/2011";"1-ELZA    ";"[081]3427-5159            ";"Ninguem   ";"                    "
"204";"206";"TC AUTO TECNICA LTDA                              ";"TC CHICOTES                                       ";"R;QUARTETO IMPERADOR N: 27                        ";"(011)-55100956   ";"(011)-24121429   ";"            ";"JARDIM DUPRAT       ";"SAO PAULO              ";"SP";"05853-390";"55.567.911/0001-97";"                  ";"TORRES                                            ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"15/03/2011";"1-MARCELO ";"1155100966                ";"Ninguem   ";"                    "
"203";"205";"MARVITUBOS TUBOS E PECAS HIDRAULICAS              ";"MARVITUBOS                                        ";"R-SANTOS N-2815                                   ";"(16 )- 3019-9000 ";"(   )-0800183874 ";"            ";"RIBEIRAO PRETO      ";"SAO PAULO              ";"SP";"14075-060";"56.287.725/0001-67";"582211361119      ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"14/03/2011";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"202";"204";"B.A.P AUTOMOTIVA LTDA.                            ";"BARROS AUTO PECAS                                 ";"RUA RIACHAO N 807                                 ";"(081)-3878-9711  ";"(081)-3878-9735  ";"            ";"PRAZERES            ";"JABOATAO DOS GUARARAPES";"PE";"54335-025";"52.780.376/0008-36";"0399087-71        ";"NEIDE                                             ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"03/03/2011";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"201";"203";"JULIPARTS COMRCIO DE AUTO PE€AS                  ";"JULIPARTS                                         ";"RUA COTUMGUBA                                     ";"                 ";"(081)-34289550   ";"            ";"AFOGADOS            ";"RECIFE                 ";"PE";"50750-180";"08.342.463/0001-43";"0344092-38        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"01/03/2011";"1-ELZA    ";"34289550                  ";"Ninguem   ";"                    "
"200";"202";"PETRO COMERCIO DE PRODUTOS AUTOMOTIVOS LTDA ME    ";"PETRO COMERCIO PRODUTO                            ";"RUA FRANCISCO DE ASSIS TEXEIRA N§306 D            ";"(081)-3521-3968  ";"                 ";"            ";"COHAB               ";"CABO SANTO AGOSTINHO   ";"PE";"54515-190";"05.078.069/0001-51";"0336601-40        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"01/03/2011";"1-MARCELO ";"[081] 9987-9934           ";"Ninguem   ";"                    "
"199";"201";"IPVA                                              ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"20.1  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"25/02/2011";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"198";"200";"AMERICA VEICULOS LTDA                             ";"AMERICA FORD                                      ";"AV AYRTON SENNA DA SILVA N 800                    ";"(081)-3302-8600  ";"                 ";"            ";"PIEDADE             ";"JABOATAO DOS GUARARAPES";"PE";"54400-200";"05.054.878/0004-76";"033840555         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"15/02/2011";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"197";"199";"ISAPA IMP.E COMERCIO LTADA                        ";"ISAPA                                             ";"FRANCISCO SOUZA DOS SANTOS N0-320                 ";"(027)-32034963   ";"(027)-3203-4963  ";"            ";"JARDIM LIMOEIRO     ";"SERRA                  ";"ES";"29164-153";"61.327.045/0004-02";"082360472         ";"MAGALHAES                                         ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"20/01/2011";"1-GERENTE ";"2732034962                ";"Ninguem   ";"                    "
"196";"198";"MEGA MIX DISTRIBUICAO E REPRESENTACOES            ";"MEGA MIX                                          ";"ESTRADA DOS REMEDIOS N 626                        ";"(081)-3212-1025  ";"(081)-3447-3746  ";"            ";"AFOGADOS            ";"RECIFE                 ";"PE";"         ";"10.143.319/0001-20";"                  ";"SABRINA                                           ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"20/01/2011";"1-MARCELO ";"[081]3447-3746            ";"Ninguem   ";"                    "
"195";"197";"BRADESCO   (CH PASSADO P/TERCEIROS)               ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"19.7  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"20/01/2011";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"194";"196";"ITAU-CHEQUES PASSADO P/TERC                       ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"19.6  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"19/01/2011";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"193";"195";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"07.441.126/0001-41";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"10/01/2011";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"192";"194";"ZE CARLOS PATRAO RICO                             ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"05.222.186/0003-01";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/01/2011";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"191";"193";"SEGURO DO CARRO CIANEIDE                          ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"19.4  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"20/12/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"190";"192";"VIA EMBRATEL MENSALIDADE TV.                      ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"19.3  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"03/12/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"189";"191";"TORRES                                            ";"TORRES                                            ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"00.000.000/0000-00";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"02/12/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"188";"190";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"11.616.615/0002-06";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"05/11/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"187";"189";"FORTFLEX DISTRIB DE PE€AS AUTO                    ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"18.9  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"28/10/2010";"1-ELZA    ";"                          ";"Ninguem   ";"                    "
"186";"188";"BANACH FERRAMENTAS LTDA                           ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"61.920.518/0001-38";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"28/09/2010";"1-ELZA    ";"                          ";"Ninguem   ";"                    "
"185";"187";"CARVAJAL TELELISTA REGIAO                         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"18.8  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"18/09/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"184";"186";"TRANSP.EXPRESS CURITIBA LTDA                      ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"18.6  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"18/09/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"183";"185";"DISK ACESSORIOS                                   ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"18.5  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"15/09/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"182";"184";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"24.355.588/0001-64";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"11/09/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"181";"183";"GVT FATURA TELEFONICA (AV.NORTE E OLINDA)         ";"GLOBAL VILLAGE TELECOM LTDA                       ";"R:ARQUITETO LUIZ NUNES,1271                       ";"                 ";"                 ";"            ";"IMBIRIBEIRA         ";"RECIFE                 ";"PE";"51170-430";"03.420.926/0095-04";"038188376         ";"INTENET WWW.GVT.COM.BR                            ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"10/09/2010";"1-MARCELA ";"103 25                    ";"Ninguem   ";"                    "
"180";"182";"ALTA PERFORMACE (PNEU) RAUL PNEU                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"18.2  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"03/09/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"179";"181";"HIPERCARD                                         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"18.1  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"02/09/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"178";"180";"ITAUCARD (MASTER)                                 ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"18.0  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"02/09/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"177";"179";"ALUGUEL (ALEXANDRE)                               ";"CENTRAL DAS PECAS E AUTO SERVICOS                 ";"AV.PRESIDENTE KENNEDY,1354                        ";"                 ";"                 ";"            ";"PEIXINHOS OLINDA    ";"OLINDA                 ";"PE";"52021-000";"17.9  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"27/08/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"176";"178";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"17.8  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"26/08/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"175";"177";"NORDESTE SEGURAN€A ELETRONICA                     ";"NORDESTE                                          ";"AV.PROF.ANDRADE BEZERRA N-931                     ";"(081)-4002-2848  ";"                 ";"            ";"SALGADINHO          ";"OLINDA                 ";"PE";"53110-110";"02.307.618/0001-24";"0244384-80        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"24/08/2010";"1-MARCELA ";"81 4002-2848              ";"Ninguem   ";"                    "
"174";"176";"MANGABEIRA COMERCIO E DISTRIBUICAO DE PECAS       ";"MANGABEIRA DISTRIBUIDORA                          ";"MANGABEIRA N§135                                  ";"(081)-3267-5831  ";"                 ";"            ";"MANGABEIRA          ";"RECIFE                 ";"PE";"52110-145";"11.767.132/0001-60";"039467112         ";"CICERO                                            ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"20/08/2010";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"173";"175";"DRIVE AUTO CENTER COMERCIO E SERVICOS LTDA        ";"DRIVE AUTO CENTER                                 ";"AVENIDA MARECHAL MASCARENHAS DE MORAIS 7935A      ";"(081)-3341-4230  ";"(081)-8803-6933  ";"            ";"IMBIRIBEIRA         ";"RECIFE                 ";"PE";"51150-001";"14.488.612/0001-80";"047635053         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"18/08/2010";"1-MARCELO ";"3341-0370                 ";"Ninguem   ";"                    "
"172";"174";"PIAVE INDUSTRIA E COMERCIO LTDA                   ";"PIAVE                                             ";"RUA PIETRO LONGHI N 100                           ";"(011)-5548-7336  ";"                 ";"            ";"SANTO AMARO         ";"SAO PAULO              ";"SP";"05861-240";"43.364.561/0001-82";"108800595112      ";"TORRES                                            ";"                                                  ";"[081]9976-8662   ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"12/08/2010";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"171";"173";"PREFEITURA IPTU                                   ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"17.4  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"10/08/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"170";"172";"COLML JAHU BORR AUTO PECAS                        ";"JAHU                                              ";"RUA ROBERT BOSCH                                  ";"                 ";"                 ";"            ";"BARRA FUNDA         ";"SAO PAULO              ";"SP";"01141-010";"61.136.701/0001-47";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/08/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"169";"171";"ARMANDO SEABRA DE ALBUQUERQUE ME                  ";"SEABRA PNEUS                                      ";"AV GOVERNADOR CARLOS DE LIMA CAVALCANTE N§ 4052   ";"(081)-3492-4222  ";"                 ";"            ";"CASA CAIADA         ";"OLINDA                 ";"PE";"53040-000";"00.231.103/0002-43";"0374242-38        ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"06/08/2010";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"168";"170";"GENERAL AUTO PARTS                                ";"GAP                                               ";"RUA JOAO ANTONIO DE OLIVEIRA N§ 688               ";"(011)-2695-8487  ";"(011)-2695-4870  ";"            ";"MOOCA               ";"SAO PAULO              ";"SP";"03111-001";"07.258.459/0001-39";"117013184116      ";"TORRES                                            ";"                                                  ";"9976-8662        ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"05/08/2010";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"167";"169";"PEDRAGON AUTOS LTDA                               ";"PEDRAGON                                          ";"AV RUI BARBOSA N 965                              ";"(081)-3194-4000  ";"                 ";"            ";"GRACA               ";"RECIFE                 ";"PE";"52050-000";"03.935.826/0001-30";"027303322         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"02/08/2010";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"166";"168";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"10.8  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"02/08/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"165";"166";"                                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"76.523.554/0001-35";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"19/07/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"164";"165";"IVAN BRASILIANO DO NASCIMENTO ME                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"11.312.650/0001-99";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"15/07/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"163";"164";"CAR CENTRAL DE AUTOPECAS E ROLAMENTOS             ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"62.395.546/0001-46";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"13/07/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"162";"163";"CAR CENTARL DE AUTO PECAS ROLAMENTOS              ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"06.239.554/6000-14";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"13/07/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"161";"162";"SERVAL COMERCIO PECAS E SERVICOS AUTOMOTIVOS LTDA ";"FONFON AUTO PECAS (PAI)                           ";"AV.PRESIDENTE KENNEDY N§1409                      ";"(081)-3243-2424  ";"                 ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"16.2  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"160";"161";"PINTO PECAS SERVICOS                              ";"PINTO                                             ";"AV.PRESIDENTE KENNEDY N§1497                      ";"(081)-3429-0444  ";"                 ";"            ";"PEIXINHO            ";"OLINDA                 ";"PE";"53230-630";"16.1  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"159";"160";"VICENTE AUTO PECAS                                ";"VICENTE PECAS                                     ";"AV.PRESIDENTE KENNEDY N§1465-A                    ";"(081)-3301-6150  ";"                 ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"16.0  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"158";"159";"WILSON AUTO PECAS                                 ";"WILSON PECAS                                      ";"AV.PRESIDENTE KENNEDY N§1571-B                    ";"(081)-3426-7529  ";"                 ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.9  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"157";"158";"KENNEDY CAR AUTO PECAS SERVICOS                   ";"KENNEDY CAR                                       ";"AV.PRESIDENTE KENNEDY N§1624                      ";"(081)-3242-9100  ";"(081)-3052-4090  ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.8  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"156";"157";"PINO AUTO PECAS SERVICO E ACESSORIO               ";"PINO PECAS                                        ";"AV.PRESIDENTE KENNEDY N§1542                      ";"(081)-3241-1957  ";"(081)-3243-5344  ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.7  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"155";"156";"MARQUEAUTO PECAS E ACESSORIO                      ";"MARQUEAUTO                                        ";"AV.PRESIDENTE KENNEDY N§1629 LJ.2                 ";"(081)-3244-3821  ";"                 ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.6  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"154";"155";"J.J AUTO PECAS E SERVICOS                         ";"J.J PECAS (VIVIANE)                               ";"AV.PRESIDENTE KENNEDY N§1532                      ";"(081)-3426-4465  ";"(081)-8833-2038  ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.5  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"153";"154";"FONFON AUTO PECAS LTDA                            ";"FONFON PECAS (NEY)                                ";"AV.PRESIDENTE KENNEDY N§1492                      ";"(081)-3243-2596  ";"                 ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.4  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"152";"153";"FABIO AUTO PECAS E SERVICOS                       ";"FABIO PECAS                                       ";"AV.PRESIDENTE KENNEDY N§345                       ";"(081)-3075-5510  ";"(081)-3243-2550  ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.3  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"151";"152";"ALO AUTO PECAS E SERVICOS                         ";"ALO PECAS                                         ";"AV§PRESIDENTE KENNEDY N§1176                      ";"(081)-3244-8148  ";"(   )-           ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.2  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"150";"151";"AUTO EXPRESS PECAS E SERVICOS LTDA                ";"AUTO EXPRESS                                      ";"AV.PRESIDENTE KENNEDY N§1571-A                    ";"(081)-32415046   ";"(081)-32416185   ";"            ";"PEIXINHOS           ";"OLINDA                 ";"PE";"53230-630";"15.1  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-TONNY   ";"                          ";"Ninguem   ";"                    "
"149";"150";"DJAIR AUTO PECAS E SERVICOS LTDA ME               ";"DJAIR AUTO PECAS                                  ";"AV PRESIDENTE KENNEDY N 1535A                     ";"(081)-3244-5502  ";"(081)-3052-5717  ";"            ";"PEIXINHO            ";"OLINDA                 ";"PE";"53230-630";"15.0  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-MARCELO ";"                          ";"Ninguem   ";"                    "
"148";"149";"ITAU - PARCELAS FOX A PARTIR PARC 27              ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"14.9  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"147";"148";"HSBC - PARCELAS CELTA T=15 PARC                   ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"14.8  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"09/07/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
"146";"147";"TUDO ESCAPAMENTO                                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                    ";"                       ";"  ";"         ";"45.8  .   /    -  ";"                  ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"07/07/2010";"1-MARCELA ";"                          ";"Ninguem   ";"                    "
"145";"146";"CLARO S/A (CONTROLE)                              ";"CLARO                                             ";"AV:GOV.AGAMENON MAGALHAES,1114                    ";"(   )-  1052     ";"                 ";"            ";"GRACAS              ";"RECIFE                 ";"PE";"52020-900";"40.432.544/0102-90";"033127476         ";"                                                  ";"                                                  ";"                 ";"                 ";"            ";"                       ";"  ";"         ";"                  ";"                  ";"05/07/2010";"1-GERENTE ";"                          ";"Ninguem   ";"                    "
